Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Accuracy,Precision,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,WSVM,10,10000,2,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,10,10000,2,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,10,10000,2,0.782608696,0.1875,0.383065439,0.206896552,0.629032258,0.230769231,0.485054348,"[[36 10]
 [13  3]]","[0.3447771953439384, 0.6270771112222339, 0.4400781089521663, 0.5314299037927309, 0.49817917467043193, 0.4999999999999999, 0.5, 0.5, 0.5, 0.5]","[0.32103846988284374, -0.25984892585200753, 0.12042253111296208, -0.06294279824342916, 0.0036416667573260183, 2.2204460492503126e-16, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,10,10000,2,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08]"
0.2,ImADA_12_SVM,10,10000,2,0.260869565,0.6875,0.423494777,0.360655738,0.370967742,0.244444444,0.474184783,"[[12 34]
 [ 5 11]]","[0.5323754417841429, 0.488041427768513, 0.5211024169203435, 0.47850824214383314, 0.5200187137075191, 0.48080517335018635, 0.5177913190078645, 0.4829323478709966, 0.5158744492345975, 0.48475058658605763]","[-0.06484160507588203, 0.023921706468620362, -0.04222991974863349, 0.04301001696206035, -0.04005884128786796, 0.038408529108830324, -0.03559766677986231, 0.03414857190339781, -0.03175957247661596, 0.03050828855947091]"
0.2,ImADA1_WSVM,10,10000,2,0.782608696,0.3125,0.494535355,0.322580645,0.661290323,0.333333333,0.547554348,"[[36 10]
 [11  5]]","[0.3447771953439384, 0.6270771112222339, 0.5000000000000002, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.32103846988284374, -0.25984892585200753, -4.440892098500628e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,10,10000,2,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4745997278187124, 0.5158268231575126, 0.4947252104004654, 0.5016942047996469, 0.4990189653105115, 0.5005389965607888]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.050844312395916955, -0.031664224500454224, 0.010549970592162674, -0.0033884225671875993, 0.001962071896786252, -0.0010779935391454617]"
0.2,ImADA_12_WSVM,10,10000,2,0.195652174,0.8125,0.39870715,0.393939394,0.35483871,0.26,0.504076087,"[[ 9 37]
 [ 3 13]]","[0.5323754417841429, 0.5450211654007214, 0.47635047366858374, 0.5116350376581802, 0.4903277242301421, 0.5069907063091385, 0.49544420601519656, 0.5062065194552319, 0.499224550234678, 0.5000961426447353]","[-0.06484160507588203, -0.0902868645010272, 0.0473343725718379, -0.023274276902242177, 0.01934696506731446, -0.01398232375351906, 0.009111840133323503, -0.012413676517716755, 0.0015509007740999166, -0.00019228529184048786]"
0.2,WSVM,15,10,0.1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,15,10,0.1,0.869565217,0.0625,0.233126202,0.086956522,0.661290323,0.142857143,0.466032609,"[[40  6]
 [15  1]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA1_SVM,15,10,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.032363803392216485, 0.3376880103137084, 0.5840182345112646, 0.44598423539165943, 0.5356435030465244, 0.4737551275501752, 0.5224248723168728, 0.48656907607335664, 0.5223655569089956, 0.4804854823900784, 0.5172615581614657, 0.4900913431871435, 0.5097161096212702, 0.49046909697587393, 0.5093526250984571]","[1.6989077838241846, 0.33680715281382223, -0.16964538973908835, 0.10845476878713496, -0.07140813195396073, 0.052538030861435846, -0.044879852727261416, 0.026868311453366926, -0.04476098343787216, 0.0390488705471409, -0.03453684154692051, 0.019819908494754783, -0.019434665737709356, 0.019064115269685034, -0.01870743222580013]"
0.2,ImADA2_SVM,15,10,0.1,0.782608696,0.125,0.312771621,0.142857143,0.612903226,0.166666667,0.453804348,"[[36 10]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11]"
0.2,ImADA_12_SVM,15,10,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.032363803392216485, 0.526192191993653, 0.4964006221124607, 0.5004781574262197, 0.4999361901567456, 0.5000085102330216, 0.4999988649099739, 0.5000001513960289, 0.49999997980707267, 0.5000000026932954, 0.49999999964077324, 0.5000000000479131, 0.49999999999360945, 0.5000000000008522, 0.4999999999998863]","[1.6989077838241846, -0.052432379445027606, 0.0071988801304557395, -0.0009563151439683347, 0.00012761968720158309, -1.702046604488901e-05, 2.270180052207315e-06, -3.02792057849905e-07, 4.03858546948024e-08, -5.386590702521579e-09, 7.184535183835888e-10, -9.582623584444395e-11, 1.278110950392637e-11, -1.7044143874074453e-12, 2.2737367544318036e-13]"
0.2,ImADA1_WSVM,15,10,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.032363803392216485, 0.32930812204555193, 0.592710434418362, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.6989077838241846, 0.35565798978607527, -0.1875907888554261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,15,10,0.1,0.782608696,0.1875,0.383065439,0.206896552,0.629032258,0.230769231,0.485054348,"[[36 10]
 [13  3]]","[0.3495028218220909, 0.5569992507972151, 0.4597518551168151, 0.5233634014010885, 0.4817722888487887, 0.5133942647901447, 0.48881593454347316, 0.5084289141759193, 0.49962487874516437, 0.49890708733377964, 0.5011663098103348, 0.4990436054374402, 0.4941105862407082, 0.5058373566634584, 0.501414452535536]","[0.3106126622455212, -0.11449621680608138, 0.08067083151871085, -0.04676085509825552, 0.036471584917961083, -0.02679494038319325, 0.02237186254012523, -0.016859425545907598, 0.0007502426504327525, 0.0021858288136197375, -0.0023326238513668063, 0.0019127914579382226, 0.011779372298497667, -0.01167524378728134, -0.002828912617404703]"
0.2,ImADA_12_WSVM,15,10,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.032363803392216485, 0.5201973488479719, 0.7403488381032687, 0.3115800853272776, 0.5685839154973253, 0.46721003481276946, 0.5174456411199281, 0.48768807899074, 0.5087650805204589, 0.49274321069925353, 0.5054536487314804, 0.49873521939941223, 0.5002847623594887, 0.49987559106076185, 0.5000717911032386]","[1.6989077838241846, -0.04041669033320497, -0.5238912164136561, 0.3963712959536429, -0.13803794661148067, 0.06567418751709367, -0.03490545149176526, 0.024628820584072557, -0.017531957083171512, 0.014514597796216997, -0.010907730037764478, 0.0025295665964803747, -0.0005695247805541466, 0.0002488178836110871, -0.00014358220746392295]"
0.2,WSVM,15,10,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,15,10,0.5,0.869565217,0.0625,0.233126202,0.086956522,0.661290323,0.142857143,0.466032609,"[[40  6]
 [15  1]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA1_SVM,15,10,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.14815749496754949, 0.33768801031370854, 0.5840182345112643, 0.44598423539165954, 0.5356435030465245, 0.4737551275501751, 0.5224248723168728, 0.48656907607335664, 0.5223655569089953, 0.4804854823900785, 0.5172615581614657, 0.4900913431871435, 0.50971610962127, 0.49046909697587426, 0.5093526250984569]","[0.8745628966775242, 0.3368071528138218, -0.16964538973908788, 0.10845476878713478, -0.07140813195396092, 0.05253803086143594, -0.044879852727261416, 0.026868311453366926, -0.044760983437871736, 0.039048870547140596, -0.03453684154692051, 0.019819908494754783, -0.019434665737708953, 0.019064115269684392, -0.018707432225799674]"
0.2,ImADA2_SVM,15,10,0.5,0.782608696,0.125,0.312771621,0.142857143,0.612903226,0.166666667,0.453804348,"[[36 10]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11]"
0.2,ImADA_12_SVM,15,10,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.14815749496754949, 0.5261921919936529, 0.49640062211246117, 0.5004781574262195, 0.4999361901567456, 0.5000085102330216, 0.4999988649099738, 0.5000001513960292, 0.4999999798070722, 0.5000000026932957, 0.49999999964077324, 0.500000000047913, 0.49999999999360956, 0.5000000000008521, 0.49999999999988637]","[0.8745628966775242, -0.05243237944502742, 0.007198880130454864, -0.0009563151439678897, 0.00012761968720158309, -1.702046604488901e-05, 2.270180052429359e-06, -3.0279205829399447e-07, 4.038585558298075e-08, -5.386591368655401e-09, 7.184535183835888e-10, -9.582601379983898e-11, 1.2780887459321452e-11, -1.7041923428025195e-12, 2.2737367544318036e-13]"
0.2,ImADA1_WSVM,15,10,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.14815749496754949, 0.3348947142243231, 0.5868503161548394, 0.5, 0.5000000000000001, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.8745628966775242, 0.34306457803459955, -0.17547991568059254, 0.0, -2.2204460492503136e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_WSVM,15,10,0.5,0.782608696,0.1875,0.383065439,0.206896552,0.629032258,0.230769231,0.485054348,"[[36 10]
 [13  3]]","[0.3495028218220909, 0.5569992507972151, 0.4597518551168151, 0.5233634014010885, 0.4817722888487887, 0.5133942647901447, 0.48881593454347316, 0.5084289141759193, 0.49962487874516437, 0.49890708733377964, 0.5011663098103348, 0.4990436054374402, 0.4941105862407082, 0.5058373566634584, 0.501414452535536]","[0.3106126622455212, -0.11449621680608138, 0.08067083151871085, -0.04676085509825552, 0.036471584917961083, -0.02679494038319325, 0.02237186254012523, -0.016859425545907598, 0.0007502426504327525, 0.0021858288136197375, -0.0023326238513668063, 0.0019127914579382226, 0.011779372298497667, -0.01167524378728134, -0.002828912617404703]"
0.2,ImADA_12_WSVM,15,10,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.14815749496754949, 0.5241939109450926, 0.7387147551505299, 0.31649214602989756, 0.5680659432677451, 0.46557666315189516, 0.5162577862623692, 0.48597574720946735, 0.5106346296739509, 0.49106940382087083, 0.506743377106975, 0.4943440984347415, 0.5042770941577362, 0.49641258785947495, 0.5027157864905349]","[0.8745628966775242, -0.048425639812682435, -0.5196495780618584, 0.3849698603526071, -0.136982289572704, 0.06895575872801318, -0.03252703896413448, 0.028055864482633964, -0.02127246749112152, 0.017863092094155077, -0.013487572016526556, 0.011312285641945185, -0.008554396973084938, 0.007174947400301734, -0.005431626396077042]"
0.2,WSVM,15,10,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,15,10,0.8,0.869565217,0.0625,0.233126202,0.086956522,0.661290323,0.142857143,0.466032609,"[[40  6]
 [15  1]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA1_SVM,15,10,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.7777274306237191, 0.3376880103137089, 0.5840182345112644, 0.4459842353916593, 0.5356435030465245, 0.47375512755017507, 0.522424872316873, 0.4865690760733566, 0.5223655569089954, 0.4804854823900786, 0.5172615581614656, 0.4900913431871434, 0.50971610962127, 0.49046909697587426, 0.5093526250984569]","[-0.6262358489065066, 0.336807152813821, -0.16964538973908813, 0.10845476878713524, -0.07140813195396092, 0.052538030861436144, -0.04487985272726166, 0.02686831145336703, -0.04476098343787198, 0.03904887054714039, -0.03453684154692027, 0.019819908494754783, -0.019434665737708953, 0.019064115269684392, -0.018707432225799674]"
0.2,ImADA2_SVM,15,10,0.8,0.782608696,0.125,0.312771621,0.142857143,0.612903226,0.166666667,0.453804348,"[[36 10]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11]"
0.2,ImADA_12_SVM,15,10,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.8461297169514382, 0.5261921919936534, 0.4964006221124604, 0.5004781574262196, 0.4999361901567456, 0.5000085102330217, 0.49999886490997403, 0.500000151396029, 0.49999997980707267, 0.5000000026932951, 0.49999999964077324, 0.5000000000479131, 0.4999999999936095, 0.5000000000008522]","[-1.4785172228985743, -0.8522813739920675, -0.05243237944502853, 0.007198880130456396, -0.0009563151439681122, 0.00012761968720158309, -1.7020466045111065e-05, 2.2701800519852713e-06, -3.027920580719497e-07, 4.03858546948024e-08, -5.386590258432364e-09, 7.184535183835888e-10, -9.582623584444395e-11, 1.2780998481623911e-11, -1.7044143874074453e-12]"
0.2,ImADA1_WSVM,15,10,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.7777274306237191, 0.5000000000000003, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002]","[-0.6262358489065066, -6.661338147750944e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA2_WSVM,15,10,0.8,0.782608696,0.1875,0.383065439,0.206896552,0.629032258,0.230769231,0.485054348,"[[36 10]
 [13  3]]","[0.3495028218220909, 0.5569992507972151, 0.4597518551168151, 0.5233634014010885, 0.4817722888487887, 0.5133942647901447, 0.48881593454347316, 0.5084289141759193, 0.49962487874516437, 0.49890708733377964, 0.5011663098103348, 0.4990436054374402, 0.4941105862407082, 0.5058373566634584, 0.501414452535536]","[0.3106126622455212, -0.11449621680608138, 0.08067083151871085, -0.04676085509825552, 0.036471584917961083, -0.02679494038319325, 0.02237186254012523, -0.016859425545907598, 0.0007502426504327525, 0.0021858288136197375, -0.0023326238513668063, 0.0019127914579382226, 0.011779372298497667, -0.01167524378728134, -0.002828912617404703]"
0.2,ImADA_12_WSVM,15,10,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.24064624045219435, 0.4468971103367947, 0.5085826360552571, 0.49851246823191897, 0.5002547762273216, 0.4999562742577939, 0.5000075017670165, 0.49999871288895115, 0.5000002208330104, 0.4999999621110357, 0.5000000065007182, 0.4999999988846533, 0.5000000001913633, 0.49999999996716704]","[-1.4785172228985743, 0.5745698910082212, 0.10660782578597346, -0.017166958304787285, 0.0029750723136408204, -0.0005095524987439516, 8.745148463519185e-05, -1.5003534034065615e-05, 2.574222097663911e-06, -4.4166602086989074e-07, 7.5777928629562e-08, -1.300143637445495e-08, 2.23069340279161e-09, -3.82726517291695e-10, 6.566591714398227e-11]"
0.2,WSVM,15,10,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,15,10,1,0.869565217,0.0625,0.233126202,0.086956522,0.661290323,0.142857143,0.466032609,"[[40  6]
 [15  1]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA1_SVM,15,10,1,0.043478261,0.9375,0.201893213,0.4,0.274193548,0.254237288,0.49048913,"[[ 2 44]
 [ 1 15]]","[0.733606557377049, 0.3376880103137088, 0.5840182345112644, 0.4459842353916592, 0.5356435030465245, 0.473755127550175, 0.522424872316873, 0.48656907607335675, 0.5223655569089954, 0.48048548239007854, 0.5172615581614655, 0.4900913431871435, 0.5097161096212701, 0.4904690969758741, 0.5093526250984571]","[-0.5064992679725586, 0.3368071528138212, -0.16964538973908813, 0.1084547687871354, -0.07140813195396092, 0.05253803086143624, -0.04487985272726166, 0.026868311453366715, -0.04476098343787198, 0.03904887054714049, -0.03453684154692009, 0.019819908494754783, -0.019434665737709127, 0.019064115269684715, -0.01870743222580013]"
0.2,ImADA2_SVM,15,10,1,0.782608696,0.125,0.312771621,0.142857143,0.612903226,0.166666667,0.453804348,"[[36 10]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11]"
0.2,ImADA_12_SVM,15,10,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9290345337274926, 0.8262032085561501, 0.5261921919936537, 0.4964006221124606, 0.5004781574262195, 0.49993619015674573, 0.5000085102330216, 0.499998864909974, 0.5000001513960289, 0.49999997980707267, 0.5000000026932954, 0.49999999964077313, 0.500000000047913, 0.49999999999360945, 0.5000000000008523]","[-1.2859762714736127, -0.7794770035010556, -0.05243237944502921, 0.007198880130455958, -0.0009563151439678897, 0.0001276196872013611, -1.702046604488901e-05, 2.2701800519852713e-06, -3.02792057849905e-07, 4.03858546948024e-08, -5.386590702521579e-09, 7.184537404281934e-10, -9.582601379983898e-11, 1.278110950392637e-11, -1.7046364320123712e-12]"
0.2,ImADA1_WSVM,15,10,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.733606557377049, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983]","[-0.5064992679725586, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16]"
0.2,ImADA2_WSVM,15,10,1,0.782608696,0.1875,0.383065439,0.206896552,0.629032258,0.230769231,0.485054348,"[[36 10]
 [13  3]]","[0.3495028218220909, 0.5569992507972151, 0.4597518551168151, 0.5233634014010885, 0.4817722888487887, 0.5133942647901447, 0.48881593454347316, 0.5084289141759193, 0.49962487874516437, 0.49890708733377964, 0.5011663098103348, 0.4990436054374402, 0.4941105862407082, 0.5058373566634584, 0.501414452535536]","[0.3106126622455212, -0.11449621680608138, 0.08067083151871085, -0.04676085509825552, 0.036471584917961083, -0.02679494038319325, 0.02237186254012523, -0.016859425545907598, 0.0007502426504327525, 0.0021858288136197375, -0.0023326238513668063, 0.0019127914579382226, 0.011779372298497667, -0.01167524378728134, -0.002828912617404703]"
0.2,ImADA_12_WSVM,15,10,1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9290345337274926, 0.259232159497694, 0.4720810818803872, 0.5046392377551724, 0.4991996785290317, 0.5001371848479, 0.4999764590175421, 0.5000040388826549, 0.4999993070340111, 0.5000001188940706, 0.49999997960099957, 0.5000000034999151, 0.49999999939950945, 0.500000000103028, 0.49999999998232303]","[-1.2859762714736127, 0.5249816208113676, 0.05589597663467732, -0.009278741785751433, 0.0016006443089186383, -0.00027436970268481827, 4.7081964950490435e-05, -8.077765309946208e-06, 1.3859319778362752e-06, -2.3778814115480315e-07, 4.0798000867395235e-08, -6.999830264457092e-09, 1.2009810909106483e-09, -2.060560611452586e-10, 3.535394199491358e-11]"
0.2,WSVM,15,10,1.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,15,10,1.5,0.869565217,0.0625,0.233126202,0.086956522,0.661290323,0.142857143,0.466032609,"[[40  6]
 [15  1]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16]"
0.2,ImADA1_SVM,15,10,1.5,0.695652174,0.4375,0.551677284,0.378378378,0.629032258,0.333333333,0.566576087,"[[32 14]
 [ 9  7]]","[0.6392492700792801, 0.3376880103137088, 0.5840182345112641, 0.4459842353916595, 0.5356435030465246, 0.4737551275501751, 0.5224248723168727, 0.4865690760733566, 0.5223655569089954, 0.4804854823900785, 0.5172615581614656, 0.49009134318714354, 0.50971610962127, 0.49046909697587415, 0.5093526250984569]","[-0.2860536256686172, 0.3368071528138212, -0.1696453897390874, 0.10845476878713496, -0.07140813195396117, 0.05253803086143594, -0.044879852727261235, 0.02686831145336703, -0.04476098343787198, 0.039048870547140596, -0.03453684154692027, 0.019819908494754568, -0.019434665737708953, 0.019064115269684608, -0.018707432225799674]"
